"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"publisher","1.0","publisher-{recommendation_5428}","recommendation_5428","{Lb May &amp; Assoc Inc}","Lb May &amp; Assoc Inc",,
"authors","1.0","authors-{goodreads_202+goodreads_24112+goodreads_24380+goodreads_33749+goodreads_44172+kindle_25199+kindle_9747+recommendation_124173+recommendation_144017+recommendation_191408+recommendation_194122+recommendation_206812+recommendation_222125+recommendation_251823}","goodreads_202+goodreads_24112+goodreads_24380+goodreads_33749+goodreads_44172+kindle_25199+kindle_9747+recommendation_124173+recommendation_144017+recommendation_191408+recommendation_194122+recommendation_206812+recommendation_222125+recommendation_251823","{[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]|[de.unimannheim.wdi.model.Author@a19a30e0]}","[de.unimannheim.wdi.model.Author@a19a30e0]",,
"publisher","0.6666666666666666","publisher-{recommendation_249310+recommendation_3766+recommendation_38746}","recommendation_249310+recommendation_3766+recommendation_38746","{Sagebrush Bound|Del Rey Books|Del Rey Books}","Sagebrush Bound",,
"authors","1.0","authors-{goodreads_1823+kindle_31379+recommendation_189872+recommendation_8024}","goodreads_1823+kindle_31379+recommendation_189872+recommendation_8024","{[de.unimannheim.wdi.model.Author@1e7ec483]|[de.unimannheim.wdi.model.Author@1e7ec483]|[de.unimannheim.wdi.model.Author@1e7ec483]|[de.unimannheim.wdi.model.Author@1e7ec483]}","[de.unimannheim.wdi.model.Author@1e7ec483]",,
"authors","1.0","authors-{goodreads_7109+recommendation_251884+recommendation_28283+recommendation_86629}","goodreads_7109+recommendation_251884+recommendation_28283+recommendation_86629","{[de.unimannheim.wdi.model.Author@8353b6c1]|[de.unimannheim.wdi.model.Author@8353b6c1]|[de.unimannheim.wdi.model.Author@8353b6c1]|[de.unimannheim.wdi.model.Author@8353b6c1]}","[de.unimannheim.wdi.model.Author@8353b6c1]",,
"title","1.0","title-{goodreads_45650+recommendation_181857}","goodreads_45650+recommendation_181857","{A Cure for Dreams|A Cure for Dreams}","A Cure for Dreams",,
"publisher","0.0","publisher-{recommendation_10018+recommendation_139639+recommendation_42343}","recommendation_10018+recommendation_139639+recommendation_42343","{Hodder Children's Books|Bantam Books|Penguin USA}","Hodder Children's Books",,
"publisher","1.0","publisher-{recommendation_21405}","recommendation_21405","{Bantam}","Bantam",,
"authors","0.5862068965517241","authors-{goodreads_21+goodreads_28544+goodreads_32447+goodreads_33762+goodreads_39134+goodreads_39207+goodreads_51867+goodreads_51985+goodreads_52973+goodreads_6679+kindle_25194+recommendation_144264+recommendation_158829+recommendation_166635+recommendation_204623+recommendation_226891+recommendation_242878+recommendation_248931+recommendation_27650+recommendation_28494+recommendation_3324+recommendation_40043+recommendation_41258+recommendation_58232+recommendation_69676+recommendation_72292+recommendation_84626+recommendation_84832+recommendation_9546}","goodreads_21+goodreads_28544+goodreads_32447+goodreads_33762+goodreads_39134+goodreads_39207+goodreads_51867+goodreads_51985+goodreads_52973+goodreads_6679+kindle_25194+recommendation_144264+recommendation_158829+recommendation_166635+recommendation_204623+recommendation_226891+recommendation_242878+recommendation_248931+recommendation_27650+recommendation_28494+recommendation_3324+recommendation_40043+recommendation_41258+recommendation_58232+recommendation_69676+recommendation_72292+recommendation_84626+recommendation_84832+recommendation_9546","{[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@8f5ed755]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@8f5ed755]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]}","[de.unimannheim.wdi.model.Author@13cfe879, de.unimannheim.wdi.model.Author@8f5ed755, de.unimannheim.wdi.model.Author@13cfe7f3]",,
"publisher","0.75","publisher-{kindle_715+recommendation_16014+recommendation_213245+recommendation_65626}","kindle_715+recommendation_16014+recommendation_213245+recommendation_65626","{New Society Publishers; 2nd edition|New Society Publishers|New Society Publishers|New Society Publishers}","New Society Publishers; 2nd edition",,
"title","1.0","title-{goodreads_15497+goodreads_26091+goodreads_4+goodreads_41440+recommendation_13194+recommendation_18479+recommendation_24222+recommendation_43973}","goodreads_15497+goodreads_26091+goodreads_4+goodreads_41440+recommendation_13194+recommendation_18479+recommendation_24222+recommendation_43973","{Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice}","Pride and Prejudice",,
"publisher","0.6","publisher-{recommendation_192231+recommendation_21684+recommendation_247076+recommendation_29497+recommendation_4181}","recommendation_192231+recommendation_21684+recommendation_247076+recommendation_29497+recommendation_4181","{Warner Books|Warner Books|Sagebrush Bound|Mandarin|Warner Books}","Sagebrush Bound",,
"title","1.0","title-{goodreads_362+recommendation_134982+recommendation_35938+recommendation_6295+recommendation_8131}","goodreads_362+recommendation_134982+recommendation_35938+recommendation_6295+recommendation_8131","{A Separate Peace|A Separate Peace|A Separate Peace|A Separate Peace|A Separate Peace}","A Separate Peace",,
"authors","0.6666666666666666","authors-{goodreads_39134+recommendation_3324+recommendation_58232}","goodreads_39134+recommendation_3324+recommendation_58232","{[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]}","[de.unimannheim.wdi.model.Author@13cfe879, de.unimannheim.wdi.model.Author@13cfe7f3]",,
"authors","0.0","authors-{goodreads_40376+recommendation_93347}","goodreads_40376+recommendation_93347","{[de.unimannheim.wdi.model.Author@aa47b1be]|[de.unimannheim.wdi.model.Author@a037b616]}","[de.unimannheim.wdi.model.Author@a037b616, de.unimannheim.wdi.model.Author@aa47b1be]",,
"title","1.0","title-{goodreads_103+goodreads_26397+goodreads_33742+recommendation_11913+recommendation_137724+recommendation_19444+recommendation_253451+recommendation_357+recommendation_9409}","goodreads_103+goodreads_26397+goodreads_33742+recommendation_11913+recommendation_137724+recommendation_19444+recommendation_253451+recommendation_357+recommendation_9409","{The Secret Life of Bees|The Secret Life of Bees|The Secret Life of Bees|The Secret Life of Bees|The Secret Life of Bees|The Secret Life of Bees|The Secret Life of Bees|The Secret Life of Bees|The Secret Life of Bees}","The Secret Life of Bees",,
"authors","1.0","authors-{goodreads_26529+goodreads_33536+goodreads_751+recommendation_27495+recommendation_53303}","goodreads_26529+goodreads_33536+goodreads_751+recommendation_27495+recommendation_53303","{[de.unimannheim.wdi.model.Author@ede211e4]|[de.unimannheim.wdi.model.Author@ede211e4]|[de.unimannheim.wdi.model.Author@ede211e4]|[de.unimannheim.wdi.model.Author@ede211e4]|[de.unimannheim.wdi.model.Author@ede211e4]}","[de.unimannheim.wdi.model.Author@ede211e4]",,
"title","1.0","title-{goodreads_37274+goodreads_3827+recommendation_12576+recommendation_161279+recommendation_3489}","goodreads_37274+goodreads_3827+recommendation_12576+recommendation_161279+recommendation_3489","{Sula|Sula|Sula|Sula|Sula}","Sula",,
"title","1.0","title-{goodreads_202+goodreads_24112+goodreads_24380+goodreads_33749+goodreads_44172+kindle_25199+kindle_9747+recommendation_124173+recommendation_144017+recommendation_191408+recommendation_194122+recommendation_206812+recommendation_222125+recommendation_251823}","goodreads_202+goodreads_24112+goodreads_24380+goodreads_33749+goodreads_44172+kindle_25199+kindle_9747+recommendation_124173+recommendation_144017+recommendation_191408+recommendation_194122+recommendation_206812+recommendation_222125+recommendation_251823","{David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield|David Copperfield}","David Copperfield",,
"publisher","0.0","publisher-{recommendation_166610+recommendation_65797+recommendation_74336}","recommendation_166610+recommendation_65797+recommendation_74336","{Vintage Books USA|Ballantine Books|Knopf}","Vintage Books USA",,
"authors","0.75","authors-{goodreads_19269+goodreads_19524+goodreads_28121+goodreads_29735+goodreads_41+recommendation_115103+recommendation_226717+recommendation_42953+recommendation_4478+recommendation_78582+recommendation_90605+recommendation_91}","goodreads_19269+goodreads_19524+goodreads_28121+goodreads_29735+goodreads_41+recommendation_115103+recommendation_226717+recommendation_42953+recommendation_4478+recommendation_78582+recommendation_90605+recommendation_91","{[de.unimannheim.wdi.model.Author@c5cfde82]|[de.unimannheim.wdi.model.Author@c5cfde82]|[de.unimannheim.wdi.model.Author@c5cfde82]|[de.unimannheim.wdi.model.Author@c5cfde82]|[de.unimannheim.wdi.model.Author@c5cfde82]|[de.unimannheim.wdi.model.Author@8de0652a]|[de.unimannheim.wdi.model.Author@c5cfde82]|[de.unimannheim.wdi.model.Author@c5cfde82]|[de.unimannheim.wdi.model.Author@8de0652a]|[de.unimannheim.wdi.model.Author@c5cfde82]|[de.unimannheim.wdi.model.Author@d37fad2c]|[de.unimannheim.wdi.model.Author@c5cfde82]}","[de.unimannheim.wdi.model.Author@d37fad2c, de.unimannheim.wdi.model.Author@8de0652a, de.unimannheim.wdi.model.Author@c5cfde82]",,
"authors","1.0","authors-{goodreads_32406+goodreads_35525+goodreads_36553+goodreads_5917+goodreads_86+recommendation_18288+recommendation_19027+recommendation_55995+recommendation_63403+recommendation_86484}","goodreads_32406+goodreads_35525+goodreads_36553+goodreads_5917+goodreads_86+recommendation_18288+recommendation_19027+recommendation_55995+recommendation_63403+recommendation_86484","{[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]|[de.unimannheim.wdi.model.Author@356afbd0]}","[de.unimannheim.wdi.model.Author@356afbd0]",,
"title","1.0","title-{goodreads_9522+kindle_35211+recommendation_146108+recommendation_64358}","goodreads_9522+kindle_35211+recommendation_146108+recommendation_64358","{You Can't Go Home Again|You Can't Go Home Again|You Can't Go Home Again|You Can't Go Home Again}","You Can't Go Home Again",,
"title","1.0","title-{goodreads_51811+recommendation_22871+recommendation_76361}","goodreads_51811+recommendation_22871+recommendation_76361","{The Clocks|The Clocks|The Clocks}","The Clocks",,
"authors","1.0","authors-{goodreads_30131+recommendation_11832+recommendation_170519+recommendation_177781+recommendation_224903}","goodreads_30131+recommendation_11832+recommendation_170519+recommendation_177781+recommendation_224903","{[de.unimannheim.wdi.model.Author@f3b40e24]|[de.unimannheim.wdi.model.Author@f3b40e24]|[de.unimannheim.wdi.model.Author@f3b40e24]|[de.unimannheim.wdi.model.Author@f3b40e24]|[de.unimannheim.wdi.model.Author@f3b40e24]}","[de.unimannheim.wdi.model.Author@f3b40e24]",,
"authors","0.6666666666666666","authors-{goodreads_805+recommendation_10792+recommendation_11982}","goodreads_805+recommendation_10792+recommendation_11982","{[de.unimannheim.wdi.model.Author@86608898]|[de.unimannheim.wdi.model.Author@64d69c78]|[de.unimannheim.wdi.model.Author@86608898]}","[de.unimannheim.wdi.model.Author@86608898, de.unimannheim.wdi.model.Author@64d69c78]",,
"authors","1.0","authors-{goodreads_362+recommendation_134982+recommendation_35938+recommendation_6295+recommendation_8131}","goodreads_362+recommendation_134982+recommendation_35938+recommendation_6295+recommendation_8131","{[de.unimannheim.wdi.model.Author@f962edb9]|[de.unimannheim.wdi.model.Author@f962edb9]|[de.unimannheim.wdi.model.Author@f962edb9]|[de.unimannheim.wdi.model.Author@f962edb9]|[de.unimannheim.wdi.model.Author@f962edb9]}","[de.unimannheim.wdi.model.Author@f962edb9]",,
"publisher","0.5","publisher-{recommendation_11248+recommendation_239099+recommendation_63965+recommendation_9751}","recommendation_11248+recommendation_239099+recommendation_63965+recommendation_9751","{Ballantine Books|Secker &amp; Warburg|Harcourt|Ballantine Books}","Secker &amp; Warburg",,
"authors","1.0","authors-{goodreads_13630+recommendation_79024}","goodreads_13630+recommendation_79024","{[de.unimannheim.wdi.model.Author@3cc54f1c]|[de.unimannheim.wdi.model.Author@3cc54f1c]}","[de.unimannheim.wdi.model.Author@3cc54f1c]",,
"authors","1.0","authors-{goodreads_1221+kindle_22396+recommendation_14901+recommendation_60097+recommendation_69336+recommendation_92390}","goodreads_1221+kindle_22396+recommendation_14901+recommendation_60097+recommendation_69336+recommendation_92390","{[de.unimannheim.wdi.model.Author@8e3e71ba]|[de.unimannheim.wdi.model.Author@8e3e71ba]|[de.unimannheim.wdi.model.Author@8e3e71ba]|[de.unimannheim.wdi.model.Author@8e3e71ba]|[de.unimannheim.wdi.model.Author@8e3e71ba]|[de.unimannheim.wdi.model.Author@8e3e71ba]}","[de.unimannheim.wdi.model.Author@8e3e71ba]",,
"authors","1.0","authors-{goodreads_21391+goodreads_40363+recommendation_107689+recommendation_142715+recommendation_267359+recommendation_91493}","goodreads_21391+goodreads_40363+recommendation_107689+recommendation_142715+recommendation_267359+recommendation_91493","{[de.unimannheim.wdi.model.Author@c94c5904]|[de.unimannheim.wdi.model.Author@c94c5904]|[de.unimannheim.wdi.model.Author@c94c5904]|[de.unimannheim.wdi.model.Author@c94c5904]|[de.unimannheim.wdi.model.Author@c94c5904]|[de.unimannheim.wdi.model.Author@c94c5904]}","[de.unimannheim.wdi.model.Author@c94c5904]",,
"publisher","0.0","publisher-{recommendation_110686+recommendation_38069}","recommendation_110686+recommendation_38069","{Random House Inc|Vintage Books USA}","Vintage Books USA",,
"publisher","1.0","publisher-{recommendation_249939}","recommendation_249939","{HarperCollins Publishers}","HarperCollins Publishers",,
"title","1.0","title-{goodreads_31665+recommendation_134469+recommendation_139519}","goodreads_31665+recommendation_134469+recommendation_139519","{Marianela|Marianela|Marianela}","Marianela",,
