"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","recommendation_87280","goodreads_39593","0.5",,"the watcher","the watcher","the watcher","the watcher","1.0","1.0","Charles Maclean","J.J. Keller","Charles Maclean","J.J. Keller","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_128377","goodreads_25739","0.5",,"desired","desired","desired","desired","1.0","1.0","Thea Devine","Alisa Woods","Thea Devine","Alisa Woods","0.09090909090909094","0.0"
"LinearCombinationMatchingRule","recommendation_14024","goodreads_15448","1.0",,"on mystic lake","on mystic lake","on mystic lake","on mystic lake","1.0","1.0","KRISTIN HANNAH","Kristin Hannah","KRISTIN HANNAH","Kristin Hannah","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_44556","goodreads_44718","1.0",,"love and war","love and war","love and war","love and war","1.0","1.0","John Jakes","John Jakes","John Jakes","John Jakes","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_98258","goodreads_12265","0.5",,"without a trace","without a trace","without a trace","without a trace","1.0","1.0","Tim Miller","Colleen Coble","Tim Miller","Colleen Coble","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_63267","goodreads_47488","0.5",,"obsession","obsession","obsession","obsession","1.0","1.0","Ramsey Campbell","Ivory Quinn","Ramsey Campbell","Ivory Quinn","0.1333333333333333","0.0"
"LinearCombinationMatchingRule","recommendation_10792","goodreads_805","1.0",,"wild swans: three daughters of china","wild swans: three daughters of china","wild swans: three daughters of china","wild swans: three daughters of china","1.0","1.0","JUNG CHANG","Jung Chang","JUNG CHANG","Jung Chang","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_122752","goodreads_46389","0.5",,"hospital","hospital","hospital","hospital","1.0","1.0","Marcia Rose","Toby Litt","Marcia Rose","Toby Litt","0.09090909090909094","0.0"
"LinearCombinationMatchingRule","recommendation_87466","goodreads_536","1.0",,"war and peace","war and peace","war and peace","war and peace","1.0","1.0","Leo Tolstoy","Leo Tolstoy","Leo Tolstoy","Leo Tolstoy","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_124986","goodreads_26054","0.5",,"the complete poems","the complete poems","the complete poems","the complete poems","1.0","1.0","Anne Sexton","John Keats","Anne Sexton","John Keats","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","recommendation_114027","goodreads_21130","0.5",,"above suspicion","above suspicion","above suspicion","above suspicion","1.0","1.0","Betsy Brannon Green","Lynda La Plante","Betsy Brannon Green","Lynda La Plante","0.1578947368421053","0.0"
"LinearCombinationMatchingRule","recommendation_134129","goodreads_45537","1.0",,"don quixote","don quixote","don quixote","don quixote","1.0","1.0","Miguel de Cervantes Saavedra","Miguel de Cervantes Saavedra","Miguel de Cervantes Saavedra","Miguel de Cervantes Saavedra","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_142906","goodreads_14874","1.0",,"mantissa","mantissa","mantissa","mantissa","1.0","1.0","John Fowles","John Fowles","John Fowles","John Fowles","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_115442","goodreads_24441","1.0",,"moby dick","moby dick","moby dick","moby dick","1.0","1.0","Herman Melville","Herman Melville","Herman Melville","Herman Melville","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_206825","goodreads_9313","1.0",,"superfudge","superfudge","superfudge","superfudge","1.0","1.0","Judy Blume","Judy Blume","Judy Blume","Judy Blume","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_14657","goodreads_52943","1.0",,"the road to wigan pier","the road to wigan pier","the road to wigan pier","the road to wigan pier","1.0","1.0","George Orwell","George Orwell","George Orwell","George Orwell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_91738","goodreads_5549","1.0",,"the changeling","the changeling","the changeling","the changeling","1.0","1.0","Zilpha Keatley Snyder","Zilpha Keatley Snyder","Zilpha Keatley Snyder","Zilpha Keatley Snyder","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_151974","goodreads_42761","0.5",,"collected poems","collected poems","collected poems","collected poems","1.0","1.0","Eldon Grier","Patrick Kavanagh","Eldon Grier","Patrick Kavanagh","0.0625","0.0"
"LinearCombinationMatchingRule","recommendation_105408","goodreads_39663","0.5",,"final quest","final quest","final quest","final quest","1.0","1.0","Rick Joyner","Tony Abbott","Rick Joyner","Tony Abbott","0.09090909090909094","0.0"
"LinearCombinationMatchingRule","recommendation_2784","goodreads_14039","1.0",,"bastard out of carolina","bastard out of carolina","bastard out of carolina","bastard out of carolina","1.0","1.0","Dorothy Allison","Dorothy Allison","Dorothy Allison","Dorothy Allison","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_10226","goodreads_43606","0.5",,"island","island","island","island","1.0","1.0","Richard Laymon","Aldous Huxley","Richard Laymon","Aldous Huxley","0.0714285714285714","0.0"
"LinearCombinationMatchingRule","recommendation_189427","goodreads_26350","1.0",,"catch-22","catch-22","catch-22","catch-22","1.0","1.0","Joseph Heller","Joseph Heller","Joseph Heller","Joseph Heller","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_61846","goodreads_31120","0.5",,"a god in ruins","a god in ruins","a god in ruins","a god in ruins","1.0","1.0","Leon Uris","Kate Atkinson","Leon Uris","Kate Atkinson","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_152831","goodreads_15108","1.0",,"smith of wootton major","smith of wootton major","smith of wootton major","smith of wootton major","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","0.875","1.0"
"LinearCombinationMatchingRule","recommendation_45866","goodreads_3032","1.0",,"memories, dreams, reflections","memories, dreams, reflections","memories, dreams, reflections","memories, dreams, reflections","1.0","1.0","C. G. Jung","C.G. Jung","C. G. Jung","C.G. Jung","0.9","1.0"
"LinearCombinationMatchingRule","recommendation_183444","goodreads_3982","1.0",,"the natural","the natural","the natural","the natural","1.0","1.0","Bernard Malamud","Bernard Malamud","Bernard Malamud","Bernard Malamud","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_264775","goodreads_41527","1.0",,"a rush of wings","a rush of wings","a rush of wings","a rush of wings","1.0","1.0","Kristen Heitzmann","Kristen Heitzmann","Kristen Heitzmann","Kristen Heitzmann","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_258658","goodreads_36202","0.5",,"the exile","the exile","the exile","the exile","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_245005","goodreads_28354","1.0",,"the player of games","the player of games","the player of games","the player of games","1.0","1.0","Iain M. Banks","Iain M. Banks","Iain M. Banks","Iain M. Banks","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_28577","goodreads_282","1.0",,"howl's moving castle","howl's moving castle","howl's moving castle","howl's moving castle","1.0","1.0","Diana Wynne Jones","Diana Wynne Jones","Diana Wynne Jones","Diana Wynne Jones","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_15433","goodreads_2113","1.0",,"danny the champion of the world","danny the champion of the world","danny the champion of the world","danny the champion of the world","1.0","1.0","Roald Dahl","Roald Dahl","Roald Dahl","Roald Dahl","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_199085","goodreads_17478","0.5",,"shadow","shadow","shadow","shadow","1.0","1.0","Marcia Brown","C.S. Dixon","Marcia Brown","C.S. Dixon","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_160591","goodreads_9061","0.5",,"refugee","refugee","refugee","refugee","1.0","1.0","Piers Anthony","Erica Stevens","Piers Anthony","Erica Stevens","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_53690","goodreads_24922","0.5",,"the collected stories","the collected stories","the collected stories","the collected stories","1.0","1.0","Paul Theroux","Alexander Pushkin","Paul Theroux","Alexander Pushkin","0.17647058823529416","0.0"
"LinearCombinationMatchingRule","recommendation_59976","goodreads_49217","0.5",,"second chance","second chance","second chance","second chance","1.0","1.0","JONATHAN VALIN","Katie Kacvinsky","JONATHAN VALIN","Katie Kacvinsky","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_6513","goodreads_24148","1.0",,"the two towers","the two towers","the two towers","the two towers","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","0.875","1.0"
"LinearCombinationMatchingRule","recommendation_93018","goodreads_34421","0.5",,"legacy","legacy","legacy","legacy","1.0","1.0","Susan Kay","Ellery A. Kane","Susan Kay","Ellery A. Kane","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","recommendation_73181","goodreads_6875","0.5",,"retribution","retribution","retribution","retribution","1.0","1.0","Michael Grant","Sherrilyn Kenyon","Michael Grant","Sherrilyn Kenyon","0.125","0.0"
"LinearCombinationMatchingRule","recommendation_18102","goodreads_6566","0.5",,"fault lines","fault lines","fault lines","fault lines","1.0","1.0","Anne Rivers Siddons","Nancy Huston","Anne Rivers Siddons","Nancy Huston","0.26315789473684215","0.0"
"LinearCombinationMatchingRule","recommendation_85420","goodreads_279","1.0",,"king lear","king lear","king lear","king lear","1.0","1.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_15005","goodreads_4737","1.0",,"the enchanted forest chronicles","the enchanted forest chronicles","the enchanted forest chronicles","the enchanted forest chronicles","1.0","1.0","Patricia L. Wrede","Patricia C. Wrede","Patricia L. Wrede","Patricia C. Wrede","0.9411764705882353","1.0"
"LinearCombinationMatchingRule","recommendation_100681","goodreads_21918","1.0",,"1984","1984","1984","1984","1.0","1.0","George Orwell","George Orwell","George Orwell","George Orwell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_66658","goodreads_46533","0.5",,"mirage","mirage","mirage","mirage","1.0","1.0","F. Paul Wilson","Tracy Clark","F. Paul Wilson","Tracy Clark","0.2142857142857143","0.0"
"LinearCombinationMatchingRule","recommendation_109454","goodreads_20886","1.0",,"pentimento","pentimento","pentimento","pentimento","1.0","1.0","Lillian Hellman","Lillian Hellman","Lillian Hellman","Lillian Hellman","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_175403","goodreads_9072","0.5",,"echoes","echoes","echoes","echoes","1.0","1.0","Jackie Hyman","Maeve Binchy","Jackie Hyman","Maeve Binchy","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_109632","goodreads_8663","1.0",,"the charioteer","the charioteer","the charioteer","the charioteer","1.0","1.0","Mary Renault","Mary Renault","Mary Renault","Mary Renault","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_126346","goodreads_13495","0.5",,"the innocent","the innocent","the innocent","the innocent","1.0","1.0","Posie Graeme-Evans","Ian McEwan","Posie Graeme-Evans","Ian McEwan","0.2777777777777778","0.0"
"LinearCombinationMatchingRule","recommendation_54594","goodreads_29969","0.5",,"city of light","city of light","city of light","city of light","1.0","1.0","LAUREN BELFER","Keri Arthur","LAUREN BELFER","Keri Arthur","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_26215","goodreads_13181","0.5",,"original sin","original sin","original sin","original sin","1.0","1.0","P.D. James","Lisa Desrochers","P.D. James","Lisa Desrochers","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_193392","goodreads_53835","1.0",,"wetware","wetware","wetware","wetware","1.0","1.0","Rudy Rucker","Rudy Rucker","Rudy Rucker","Rudy Rucker","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_91026","goodreads_1231","1.0",,"dolores claiborne","dolores claiborne","dolores claiborne","dolores claiborne","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_106058","goodreads_14704","0.5",,"suspicion","suspicion","suspicion","suspicion","1.0","1.0","Marilyn Pappano","Kate Brian","Marilyn Pappano","Kate Brian","0.2666666666666667","0.0"
"LinearCombinationMatchingRule","recommendation_35938","goodreads_362","1.0",,"a separate peace","a separate peace","a separate peace","a separate peace","1.0","1.0","John Knowles","John Knowles","John Knowles","John Knowles","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_118749","goodreads_44731","0.5",,"selected poems","selected poems","selected poems","selected poems","1.0","1.0","John Donne","Emily Dickinson","John Donne","Emily Dickinson","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_10892","goodreads_2158","1.0",,"kiss an angel","kiss an angel","kiss an angel","kiss an angel","1.0","1.0","Susan Elizabeth Phillips","Susan Elizabeth Phillips","Susan Elizabeth Phillips","Susan Elizabeth Phillips","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_107098","goodreads_51271","1.0",,"checkmate","checkmate","checkmate","checkmate","1.0","1.0","Norah Lofts","Norah Lofts","Norah Lofts","Norah Lofts","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_137521","goodreads_43711","1.0",,"big trouble","big trouble","big trouble","big trouble","1.0","1.0","Dave Barry","Dave Barry","Dave Barry","Dave Barry","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_116028","goodreads_17012","1.0",,"the pale horse","the pale horse","the pale horse","the pale horse","1.0","1.0","Agatha Christie","Agatha Christie","Agatha Christie","Agatha Christie","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_26665","goodreads_19723","1.0",,"a gracious plenty","a gracious plenty","a gracious plenty","a gracious plenty","1.0","1.0","Sheri Reynolds","Sheri Reynolds","Sheri Reynolds","Sheri Reynolds","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_168116","goodreads_10199","1.0","1","outpassage","outpassage","outpassage","outpassage","1.0","1.0","Janet Morris","Janet E. Morris","Janet Morris","Janet E. Morris","0.8","1.0"
"LinearCombinationMatchingRule","recommendation_17406","goodreads_3813","1.0",,"the wishsong of shannara","the wishsong of shannara","the wishsong of shannara","the wishsong of shannara","1.0","1.0","Terry Brooks","Terry Brooks","Terry Brooks","Terry Brooks","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_78572","goodreads_22034","1.0",,"the hobbit","the hobbit","the hobbit","the hobbit","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","0.875","1.0"
"LinearCombinationMatchingRule","recommendation_12405","goodreads_9212","0.5",,"bittersweet","bittersweet","bittersweet","bittersweet","1.0","1.0","Anita Mills","Sarah Ockler","Anita Mills","Sarah Ockler","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_209516","goodreads_34576","1.0",,"el otro barrio","el otro barrio","el otro barrio","el otro barrio","1.0","1.0","Elvira Lindo","Elvira Lindo","Elvira Lindo","Elvira Lindo","1.0","1.0"
